title,genres,language,chapters
Solo Leveling🇭🇺,"['Manhua', 'Manhwa', 'Shounen(B)', 'Action', 'Adventure']",Hungarian,"[{'title': '191. Fejezet', 'url': 'https://mto.to/chapter/2706722'}]"
